Id;Date;Auteur;Titre;Langue
41806011;2011-01-01;Jordi Martín Matas;Fuel cell and supercapacitors remote control car;
12516532;2007-12-01;Anders Chr. Hansen;Where in Europe will hydrogen become competitive first?;
229272691;2011-01-01;Vijay Mohan;Design of a hydrogen community for Santa Monica;English
42706551;2018-05-30;Shan-Liang Liu;Electromagnetic fields, size, and copy of a single photon;English
186448472;2018-01-01;Alessandra Fontana and Panagiotis G. Kougias and Laura Treu and Adam Kovalovszki and Giorgio Valle and Fabrizio Cappa and Lorenzo Morelli and Irini Angelidaki and Stefano Campanaro;Microbial activity response to hydrogen injection in thermophilic anaerobic digesters revealed by genome-centric metatranscriptomics;English
42876326;Sep 1, 197;P. F. Korycinski;The Liquid Hydrogen Option for the Subsonic Transport:  A status report;English
11238347;2009-01-01;J. Ally and T. Pryor;Accelerating hydrogen implementation by mass production of a hydrogen bus chassis;
159630569;2018-01-01;Javier Carroquino and Vicente Roda Serrat and Radu Mustata and Jesús Yago and Luis Valiño and Antonio Lozano and Felix Manuel Barreras Toledo;Combined production of electricity and hydrogen from solar energy and its use in the wine sector;
159152292;2018-06-18;Andreas Züttel;Hydrogen storage and distribution systems;
229271065;2015-01-01;Yousif M. H. Hamad;Design studies of infrastructural development for applications of hydrogen energy technologies;English
82494170;2012-12-31;Lorenzo Nasarre Cortés and Joaquin Mora Larramona and Marcos Ruperez Cerqueda and Luis Correas Usóna;Reva Electric Vehicle Conversion to a Hydrogen Fuel Cell Powered Vehicle ;
159152292;2018-06-18;Andreas Züttel;Hydrogen storage and distribution systems;
10516330;December 2;Dennis J. Eichenberg;The Fuel Cell Powered Club Car Carryall;
129347242;2011-01-01;Michael Delia and Xinping St. Deng and Elise Laurent and Evan White;Applications of Hydrogen Power in Transportation;English
132839982;2017-10-09;Mounir Nasri and Christoph Weckerle;A/C-APU – Innovative air conditioning unit based on hydrogen to extend the driving range of EVs and FCEVs;
324170578;2020-05-01;Christoph Weckerle and Marius Dörr and Marc Philipp Linder and Inga Bürger;A Compact Thermally Driven Cooling System Basedon Metal Hydrides;English
379229057;2018-08-10;Wen-Hui Cheng and Matthias H. Richter and Matthias M. May and Jens Ohlmann and David Lackner and Frank Dimroth and Thomas Hannappel and Harry A. Atwater and Hans-Joachim Lewerenz;Monolithic Photoelectrochemical Device for 19% Direct Water Splitting;English
42916157;2014-06-01;Asaad Zuhair Abdulameer;Investigation of HHO Gas generation from water as a renewable energy source;
146457155;2018-02-01;M. Mohsin and A.K. Rasheed and Saidur Rahman;Economic viability and production capacity of wind generated renewable hydrogen;
42889327;Apr 1, 197;G. D. Brewer and R. E. Morris;Advanced supersonic technology concept study:  Hydrogen fueled configuration, summary report;English
41816023;2013-01-01;Judit Anton Francesch;Hydrogen Fuel Cell Vehicles;
216271485;2018-08-10;Wen-Hui Cheng and Matthias H. Richter and Matthias M. May and Jens Ohlmann and David Lackner and Frank Dimroth and Thomas Hannappel and Harry A. Atwater and Hans-Joachim Lewerenz;Monolithic Photoelectrochemical Device for 19% Direct Water Splitting;
62753488;2009-04-01;John W. Sheffield;Missouri S&T Hydrogen Fuel Cell EcoCAR;
76971332;2017-01-05;Ameen M. Bassam and Alexander B. Phillips and Stephen R. Turnock and Philip A. Wilson;Development of a multi-scheme energy management strategy for a hybrid fuel cell driven passenger ship;
230938531;2019-01-31;V. Goldenberg and В. Гольденберг ;Возобновляемая энергия на железнодорожном транспорте;
33436602;2014-12-15;Ievgen Shalaginov;Practical application of grid-independent power plants, using renewable energy sources in a combination with electrical and heat storage facilities, for small settlements;
11777470;2003-01-01;Jia Chee Tee and Nor Aziah Buang and Madzlan Aziz and Suhaila M. Sanip and Ahmad Fauzi Ismail;Heat treatment studies on activated carbon and charcoal for carbon nanotube synthesis;English
159635821;2018-01-01;Annarita Salladini and Alessia Borgogna and Emanuela Agostini and Luca Spadacini and Maria Cristina Annesini and Gaetano Iaquaniello;Analysis on high temperature gasification for conversion of RDF into bio-methanol;English
11998177;2010-02-01;Fernando Hernández Sobrino and Carlos Rodríguez Monroy and José Luis Hernández Pérez;Critical analysis of the European Union directive which regulates the use of biofuels: An approach to the Spanish case;
296867034;2018-08-20;1973-  Cristiano da Silva Pinto;Introduction of CNG and hydrogen (HCNG) for conventional vehicles and its economic, environmental and energy impacts;Portuguese
148886751;2014-07;Tania Zgajewski;The EU regime on biofuels in transport: Still in search of sustainability. Egmont Paper No. 68, July 2014;
82779343;2011-06-30;Yousri M.A. Welaya and M. Morsy El Gohary and Nader R. Ammar;A comparison between fuel cells and other alternatives for marine electric power generation ;
85125109;2017-04-17;Ian D.R. Mackinnon and Graeme J. Millar and Peter C. Talbot and Anthony P. O'Mullane;Using renewables to deliver the hydrogen economy;
335015224;2019-10-01;Muhammad Ali Akbar;Shunt Connected Power Conditioner with Energy Storage for a Hydrogen Fuel Cell System Supplying a DC Nanogrid;
76806674;2014-07-01;Tania Zgajewski;The EU regime on biofuels in transport: Still in search of sustainability. Egmont Paper No. 68, July 2014;
52108882;2012;Fariborz Ali Heidarloo;Managing Execution Of Environmentally Friendly Vehicle;
18424067;2011-02-01;Teresa de Jesus Leo Mena and Miguel Ángel Raso García and Emilio Navarro Arevalo and Emilia Sánchez de la Blanca;Comparative exergy analysis of direct alcohol fuel cells using fuel mixtures;
10624702;1991-01-01;P.J.R. Honeybone and Robert J. Newport and W.S. Howells and John Tomkinson and S.M. Bennington and P.J. Revell;Inelastic Neutron-Scattering Of Molecular-Hydrogen In Amorphous Hydrogenated Carbon.;
143770397;2010-07-07;Marc Weider and André Metzner and Stephan Rammler;Das Brennstoffzellen-Rennen : Aktivitäten und Strategien bezüglich Wasserstoff und Brennstoffzelle in der Automobilindustrie;
236251627;1998-08-04;R. K. Collier and Douglas Hahn and Robert Hoekstra and David Mulligan;Hydrogen Enriched Natural Gas as a Motor Fuel with Variable Air Fuel Ratio and Fuel Mixture Ratio Control (DIV OF 6637 and CIP OF 7863);English
42891577;Jan 1, 197;G. D. Brewer;Advanced supersonic technology concept study:  Hydrogen fueled configuration;English
42812811;JAN 1, 199;Ken Jones;Center for Space Power, Texas A and M University;English
231897189;2012-02-01;Xuping Li;Understanding the Design and Performance of Distributed Tri-Generation Systems for Home and Neighborhood Refueling;
2638031;2005-04-19;Mirna Urquidi-Macdonald and Ayusman Sen and Patrick Grimes and Ashutosh Tewari and Varun Sambhy;Design and Test of a Carbon-Tolerant Alkaline Fuel Cell;English
375059218;2003-01-01;A. K. Shukla and C. L. Jackson and K. Scott;The promise of fuel cell-based automobiles;
291575366;2003-01-01;A. K. Shukla and C. L. Jackson and K. Scott;The promise of fuel cell-based automobiles;English
11704048;2009-07-01;Rifky KURNIAWAN and Arijanto ARIJANTO and MSK. Tony Suryo UTOMO;PENGUJIAN ALAT PENGHEMAT BBM PADA MESIN MOBIL BERBAHAN BAKAR BENSIN DILIHAT DARI ASPEK METAL CONTENT DAN VISKOSITAS MINYAK PELUMAS;Indonesian
84275267;2017-02-15;Hans Christian Gils and Sonja Simon;Carbon neutral archipelago – 100% renewable energy supply for the Canary Islands;
213398561;2012-01-01;Haley Maren Kreutzer;Characterization of the Hydrogen-Bromine Flow Battery for Electrical Energy Storage;English
15564119;2010-01-01;Sérgio Filipe Ramos Pereira;Análise de ciclo de vida do hidrogénio: cenários para Portugal;
141206515;2016-10-05;A. Alaswad and A. Baroutaji and A. Achour and J. Carton and Ahmed Al Makky and A.G. Olabi;Developments in fuel cell technologies in the transport sector;
9261023;2012-08-22;Robert Feldmann and Jose Hernandez and Nickolay Y. Gnedin;The relation between mid-plane pressure and molecular hydrogen in  galaxies: Environmental dependence;English
188183225;2016-10-05;A. Alaswad and A. Baroutaji and H. Achour and J. Carton and Ahmed Al Makky and A.g. Olabi;Developments in fuel cell technologies in the transport sector;English
12039867;2008-11-01;Firooz Tabkhi and Catherine Azzaro-Pantel and Luc Pibouleau and Serge Domenech;A mathematical framework for modelling and evaluating natural gas pipeline networks under hydrogen injection;English
4271143;2006-10-30;III  Norman Alfan Johansen;An active system for the detection of special fissile material in small watercraft;
82036737;2016-01-05;Alessandra Sgobbi and Wouter Nijs and Rocco De Miglio and Alessandro Chiodi and Maurizio Gargiulo and Christian Thiel;How far away is hydrogen? Its role in the medium and long-term decarbonisation of the European energy system ;
147125751;2006-10-30;III  Norman Alfan Johansen;An active system for the detection of special fissile material in small watercraft;English
70565770;2006;Hanna Jönsson;Vätgasens historia i Sverige: Aktörer och aktiviteter inom vätgas- och bränslecellsområdet mellan 1960 och 2005;
322613231;2019-12-01;Alisher Sharipov;Reducing Air Pollution Hydrogen Used As A Fuel in The ICE in Uzbekistan;English
216846499;2018-08-06;Clare Davis-Wheeler Chin;Platinum@Hexaniobate Nanopeapods: Sensitized Composite Architectures for Photocatalytic Hydrogen Evolution Under Visible Light Irradiation;English
84457385;2017-01-01;Dereje H. Taffa and Ralf Dillert and Anna C. Ulpe and Katharina C.L. Bauerfeind and Thomas Bredow and Detlef W. Bahnemann and Michael Wark;Photoelectrochemical and theoretical investigations of spinel type ferrites (MxFe3-xO4) for water splitting: A mini-review;
42812435;Dec 31, 19;Mickey R. Shanabarger;An investigation of the effect of surface impurities on the adsorption kinetics of hydrogen chemisorbed onto iron;English
230461154;2016-01-01;Amir Ansari;Developing a Smart Proxy for Fluidized Bed Using Machine Learning;English
228552852;2017-01-17;G. Rajesh and K. Srinivas Reddy and K. Sandeep Kumar;EXPERIMENTAL INVESTIGATION ON PERFORMANCE AND EMISSION ANALYSIS OF CI ENGINE FUELLED WITH TAMANU BIO-DIESEL AND DIESEL USING ADDITIVE;
93941637;2017-09-02;Wanglian Liu and John Benson and Craig Dawson and Andrew Strudwick and Arun Prakash Aranga Raju and Yisong Han and Meixian Li and Pagona Papakonstantinou;The Effects of Exfoliation, Organic Solvents and Anodic Activation on  Catalytic Hydrogen Evolution Reaction of Tungsten Disulfide;English
42877858;May 1, 197;R. D. Witcofski;Alternate aircraft fuels:  Prospects and operational implications;English
222882299;2019-06-30;David J. Murray-Smith;Powering Future Transport in Scotland: A Review for the Scottish Association for Public Transport;English
62784915;;Elmar Dohnke;On the high density hydrogen films adsorbed in carbon nanospaces;
289997415;2019-03-18;J. Carroquino and V. Roda and R. Mustata and J. Yago and L. Valiño and A. Lozano and F. Barreras;Combined production of electricity and hydrogen from solar energy and its use in the wine sector;English
82359449;2015-11-30;Concettina Marino and Antonino Nucara and Matilde Pietrafesa;Electrolytic Hydrogen Production From Renewable Source, Storage and Reconversion in Fuel Cells: The System of the “Mediterranea” University of Reggio Calabria ;
33326771;2010-11-01;NT Ho;Virtual Sensors for Safe Operation ofElectrolyser and Hydrogen-powered Car;
71951861;2012-01-01;Anthony Joseph D\u27angelo;Investigation and Synthesis of Novel Graphene-Based Nanocomposites for Hydrogen Storage;English
159514456;2018-01-01;Aleksandar Lozanovski and Nicole Whitehouse and Nathanael Ko and Simon Whitehouse;Sustainability assessment of fuel cell buses in public transport;
16292804;2013-07-01;Andreas Hoffrichter;Hydrogen as an energy carrier for railway traction;English
6653887;;Marc Weider and André Metzner and Stephan Rammler;Das Brennstoffzellen-Rennen: Aktivitäten und Strategien bezüglich Wasserstoff und Brennstoffzelle in der Automobilindustrie;German
230284885;2012-01-30;Made Mara;Analisis Penyerapan Gas Karbondioksida (CO2) Dengan Larutan NaOH  Terhadap Kualitas Biogas Kotoran Sapi;
33895062;1992-01-01;A. Grubler and N. Nakicenovic and A. Schaefer;Dynamics of Transport and Energy Systems. History of Development and a Scenario for the Future;
30995154;2011-09-01;José Osvaldo Beserra Carioca and Horst E. Friedrich and Simone Ehrenberger;BIOFUELS: FROM HOPES TO REALITY;
233463571;2013-09-19;T. Nakpradit and B. Poopat;Investigation of Diffusible Hydrogen Content and Microstructure Examination of Underwater Welding;
79046438;2016-01-06;Brendan Fogarty;A STUDY OF SMALL-SCALE RENEWABLE ENERGY INTEGRATION ON LONG ISLAND, NEW YORK;
52945432;1992;A. Grubler and N. Nakicenovic and A. Schaefer;Dynamics of Transport and Energy Systems. History of Development and a Scenario for the Future;
227106061;2017-01-01;S Zainal Abidin and B SahaS Zainal Abidin and B Saha;Environmentally benign biodiesel production from renewable sources;
237468547;2019-07-04;Torsten Knöri and Mathias Schulze and Inga Bürger and Tilo Maag;Fuel cell technology adapted for cargo pedelecs;German
17223612;2008-12-01;Brian D. James and Peter O. Schmidt and Julie Perez;HyPro: A Financial Tool for Simulating Hydrogen Infrastructure Development;English
20442467;2014-05-01;Muhammed Oruc;Energy analysis and fabrication of photovoltaic thermal water electrolyzer and ion transport through modified nanoporous membranes;
188050130;2008-12-01;Brian D. James and Peter O. Schmidt and Julie Perez;HyPro: A Financial Tool for Simulating Hydrogen Infrastructure Development;English
